Route ID,Route Name,Network ID,Route Length (miles),Sequence,Link ID,Link Length (miles),Distance Along Route (miles),Street Name,Speed Limit (mph),From Cross Street,To Cross Street,From Distance Marker (miles),To Distance Marker (miles),Feed ID,Source Reference,Source ID
7418,1 - D460 (SB),S221R2,12.110785767140788,17,-1192803467,0.03519601622371114,0.7220614372971735,S 800 W (S),30.0,W 1900 S,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,18,-1192803466,0.011730705374145849,0.7572574535208847,S 800 W (S),30.0,,W 1935 S,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,19,-1312947208,0.058653521664252424,0.7689881588950306,S 800 W (S),30.0,W 1935 S,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,20,-1312947207,0.0027601655116144797,0.827641680559283,S 800 W (S),30.0,,W 2000 S,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,21,-1312921336,0.05934355385797545,0.8304018460708975,S 800 W (S),30.0,W 2000 S,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,22,-1312921335,0.01656099018953615,0.8897453999288729,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,23,-1192803468,0.014490865848351568,0.9063063901184091,S 800 W (S),30.0,,W 2100 S,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,24,-112285156,0.02760164777257303,0.9207972559667607,S 800 W (S),30.0,W 2100 S,W 2125 S,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,25,-1164740103,0.10143603906395975,0.9483989037393337,S 800 W (S),30.0,W 2125 S,S 850 W,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,26,-1312918767,0.008280491840957499,1.0498349428032934,S 800 W (S),30.0,S 850 W,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,27,-1312918766,0.019321146953836354,1.058115434644251,S 800 W (S),30.0,,W 2250 S,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,28,-32092013,0.011040654979522984,1.0774365815980873,S 800 W (S),30.0,W 2250 S,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,29,-754377445,0.03795224915040143,1.0884772365776103,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,30,-1312978555,0.02484147020485625,1.1264294857280117,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,31,-1312978554,0.009660571326326788,1.151270955932868,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,32,-1241942092,0.026911590311700345,1.1609315272591947,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,33,-1242006307,0.014500321514821592,1.187843117570895,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,34,-1242006309,0.030361790897512512,1.2023434390857166,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,35,-1242006308,0.006900406697644555,1.232705229983229,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,36,-1312979434,0.02554096994983978,1.2396056366808736,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,37,-1312979433,0.011053071297786477,1.2651466066307133,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,38,-1312922572,0.010009373736781716,1.2761996779284999,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,39,-1312922571,0.025223719066571424,1.2862090516652815,S 800 W (SW),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,40,-1122036027,0.025944319600760286,1.311432770731853,S 800 W (SW),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,41,-1217729379,0.019887997157880484,1.3373770903326132,S 800 W (SW),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,42,-1217729378,0.014697798237840613,1.3572650874904937,S 800 W (SW),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,43,-721135281,0.011166907020401923,1.3719628857283344,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,44,-32092149,0.022940141025924444,1.3831297927487363,S 800 W (S),30.0,,,,,hereA0116,TMC,116-09573
7418,1 - D460 (SB),S221R2,12.110785767140788,45,-1310661687,0.01558009213097836,1.4060699337746607,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-09534
7418,1 - D460 (SB),S221R2,12.110785767140788,46,-1310661686,0.012361400782675868,1.421650025905639,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-09534
7418,1 - D460 (SB),S221R2,12.110785767140788,47,-754377442,0.00841048305422874,1.4340114266883148,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,48,-1312948360,0.013169588947183628,1.4424219097425435,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,49,-1312948359,0.019955343757803577,1.4555914986897271,E 1100 N (W),35.0,,OVERLAND RD,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,50,-1315612875,0.013620967185183921,1.4755468424475306,E 1100 N (W),35.0,OVERLAND RD,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,51,-1315612874,0.00785825029949009,1.4891678096327146,E 1100 N (W),35.0,,N 260 E,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,52,-124047494,0.030978369847987505,1.4970260599322047,E 1100 N (W),35.0,N 260 E,N 240 E,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,53,-1315976253,0.020443110725281433,1.5280044297801922,E 1100 N (W),35.0,N 240 E,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,54,-1315976252,0.009953789700030392,1.5484475405054736,E 1100 N (W),35.0,,N 220 E,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,55,-1217165420,0.017812044727812327,1.558401330205504,E 1100 N (W),35.0,N 220 E,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,56,-1217165419,0.02252699774313556,1.5762133749333163,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,57,-1315497331,0.030909136438765295,1.5987403726764517,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,58,-1315612871,0.015192626385467669,1.629649509115217,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,59,-1315612870,0.024622532416858904,1.6448421355006846,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,60,101940745,0.03248811398066024,1.6694646679175436,E 1100 N (W),35.0,,S 1000 W,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,61,-1315612935,0.02776583025180757,1.7019527818982039,E 1100 N (W),35.0,S 1000 W,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,62,-1315612934,0.018859809227770634,1.7297186121500114,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,63,-753937024,0.025146412304176836,1.748578421377782,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,64,-1102445046,0.006286603075679288,1.7737248336819589,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,65,-1102445045,0.029861364610357245,1.780011436757638,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,66,-1312918368,0.016240391279389373,1.8098728013679952,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,67,-1312918367,0.004714952306945747,1.8261131926473846,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,68,-1312918305,0.004191068717864189,1.8308281449543304,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,69,-1192239126,0.007334370254586723,1.8350192136721946,E 1100 N (W),35.0,,,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,70,-1192239125,0.024622528714352655,1.8423535839267813,E 1100 N (W),35.0,,N MAIN ST,,,hereA0116,TMC,116-16973
7418,1 - D460 (SB),S221R2,12.110785767140788,71,-1192301682,0.02149031003018213,1.866976112641134,W 1100 N (W),35.0,N MAIN ST,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,72,-1192301681,0.016764277390576836,1.8884664226713161,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,73,-1192229749,0.04244019043292982,1.9052307000618929,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,74,-1315638691,0.027765838603819027,1.9476708904948228,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,75,-1315638690,0.020955349889730537,1.9754367290986419,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,76,-1312922223,0.00890602370301149,1.9963920789883725,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,77,-1312922262,0.013097093680809288,2.005298102691384,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,78,-1312922261,0.013097093681553774,2.0183951963721936,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,79,-1315638688,0.01414486117563059,2.0314922900537473,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,80,-1315638696,0.005238837472622992,2.045637151229378,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,81,-1315638695,0.011001558691910667,2.050875988702001,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,82,-1312922328,0.03614797855936994,2.061877547393912,W 1100 N (W),35.0,,S 1250 W,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,83,-1217121959,0.028813606098636535,2.098025525953282,W 1100 N (W),35.0,S 1250 W,W 2600 S,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,84,-1315638683,0.00576272122003412,2.1268391320519187,W 2600 S (W),35.0,W 1100 N,W 1100 N,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,85,-1315638682,0.00942990745042245,2.132601853271953,W 1100 N (W),35.0,W 2600 S,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,86,-1315405451,0.012573209933398572,2.142031760722375,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,87,-1315638686,0.004714953725211844,2.1546049706557735,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,88,-1315638685,0.0874885857888132,2.1593199243809855,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,89,-1315404584,0.030385257340117617,2.2468085101697985,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,90,-1217121983,0.016764279911938528,2.277193767509916,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,91,-1217121982,0.029337489845300657,2.293958047421855,W 1100 N (W),35.0,,N 400 W,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,92,-1217121971,0.034576327318636815,2.3232955372671555,W 1100 N (W),35.0,N 400 W,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,93,-1217121970,0.01624039616452815,2.3578718645857926,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,94,-1217121938,0.051340607229655506,2.3741122607503207,W 1100 N (W),35.0,,N 1500 W,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,95,-1315638713,0.012049326186732295,2.4254528679799763,W 1100 N (W),35.0,N 1500 W,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,96,1315638714,0.022537565515493994,2.4375021941667088,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,97,-1217198332,0.012573208043121783,2.4600397596822026,W 1100 N (W),35.0,,W 2600 S,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,98,-1315638712,0.015192626384723186,2.472612967725324,W 2600 S (W),35.0,W 1100 N,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,99,-1315638711,0.009953789700774878,2.487805594110047,W 2600 S (W),35.0,,S 1560 W,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,100,-1315638725,0.008382138694919647,2.497759383810822,W 1100 N (W),35.0,S 1560 W,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,101,-1315638724,0.015192626385467669,2.5061415225057417,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,102,-1217150080,0.01885981206430311,2.5213341488912095,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,103,-1315638723,0.01781204472706784,2.540193960955513,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,104,-1315638736,0.03248078744386754,2.558006005682581,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,105,-1315638735,0.05815108719841866,2.5904867931264484,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,106,-1315638734,0.02200311407451842,2.648637880324867,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,107,-1217149970,0.07649013393912275,2.6706409943993856,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,108,-1217149969,0.015192628669707225,2.7471311283385083,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,109,-1217150089,0.017288163659348852,2.7623237570082155,W 1100 N (W),35.0,,,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,110,-1217150088,0.016240396164533346,2.7796119206675645,W 1100 N (W),35.0,,W 2600 S,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,111,-721137130,0.014668744923045443,2.795852316832098,W 2600 S (W),35.0,W 1100 N,N REDWOOD RD,,,hereA0116,TMC,116-09533
7418,1 - D460 (SB),S221R2,12.110785767140788,112,-1217149937,0.05451570322974679,2.8105210617551433,N REDWOOD RD (S),50.0,W 1100 N,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,113,-1217150098,0.026221529808415512,2.86503676498489,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,114,-1312922644,0.030361769192038767,2.8912582947933054,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,115,-1312922643,0.06003349133721006,2.921620063985344,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,116,-1217310154,0.041405717141746436,2.9816535553225543,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,117,-1312918135,0.024841439441510307,3.023059272464301,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,118,-1312918134,0.010350599307869527,3.047900711905811,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,119,-1312918242,0.026221517039267988,3.0582513112136804,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,120,-1312918241,0.006900398932888179,3.0844728282529483,N REDWOOD RD (S),50.0,,W 900 N,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,121,-1217310020,0.03588589720234364,3.0913732271858363,N REDWOOD RD (S),50.0,W 900 N,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,122,-1217310263,0.01863843991947194,3.1272591243881798,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,123,-1217310262,0.019328215922801487,3.145897564307652,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,124,-1312920794,0.01932821504253151,3.1652257802304535,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,125,-1312920793,0.011053059790531108,3.184553995272985,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,126,-1217310318,0.09319284925100256,3.1956070550635163,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,127,-1312948309,0.0027601581666034875,3.288799904314519,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,128,-1312948308,0.07663916869914554,3.2915600624811225,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,129,-1217338200,0.042795272404200495,3.368199231180268,N REDWOOD RD (S),50.0,,W FOXBORO DR,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,130,-1217519338,0.032436079366186595,3.4109945035844684,N REDWOOD RD (S),50.0,W FOXBORO DR,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,131,-1217519337,0.025531452360611558,3.443430582950655,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,132,-1312919347,0.00828047068297032,3.4689620353112667,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,133,-1312920578,0.03657582994691864,3.477242505994237,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,134,-1312920577,0.14008927055306133,3.513818335941156,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,135,-1217520766,0.01311073905784316,3.6539076064942173,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,136,-1217520765,0.03864217575415996,3.6670183455520604,N REDWOOD RD (S),50.0,,CAMBRIDGE DR,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,137,-1217382101,0.057991937091718834,3.7056605213062204,N REDWOOD RD (S),50.0,CAMBRIDGE DR,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,138,-1217382118,0.029057317715978272,3.763652458397939,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,139,-1217382117,0.04373176530151257,3.7927097761139175,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,140,-1312949825,0.006979515323610101,3.83644154141543,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,141,-1312949824,0.0077514994940724,3.8434210567390403,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,142,-1217310988,0.030130802873647826,3.851172556233113,N REDWOOD RD (S),50.0,,W 200 N,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,143,-1217382415,0.015324863651257643,3.8813033591067607,N REDWOOD RD (S),50.0,W 200 N,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,144,-1315172682,0.07369947225327747,3.8966282227580185,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,145,-1315172681,0.010009535589324381,3.970327695011296,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,146,-1217310999,0.03031991662043538,3.98033723060062,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,147,-1267838389,0.026058910453960724,4.010657147221055,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,148,-1267838391,0.028517166782366696,4.036716057675016,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,149,-1267838390,0.0321196774100998,4.0652332244573826,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,150,-1217310203,0.02233466076808358,4.097352901867483,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,151,-1217310202,0.01643245078439147,4.1196875626355665,N REDWOOD RD (S),50.0,,,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,152,-1217310201,0.04970576392250252,4.136120013419958,N REDWOOD RD (SW),50.0,,S REDWOOD RD,,,hereA0116,TMC,116-09077
7418,1 - D460 (SB),S221R2,12.110785767140788,153,1267838387,0.047687536139982174,4.18582577734246,W CENTER ST (E),40.0,S REDWOOD RD,,,,hereA0116,TMC,116+09524
7418,1 - D460 (SB),S221R2,12.110785767140788,154,1267838388,0.06445677961720475,4.233513313482442,W CENTER ST (E),40.0,,,,,hereA0116,TMC,116+09524
7418,1 - D460 (SB),S221R2,12.110785767140788,155,1315155594,0.01991347663021788,4.2979700930996465,W CENTER ST (E),35.0,,,,,hereA0116,TMC,116+09524
7418,1 - D460 (SB),S221R2,12.110785767140788,156,1315155595,0.018341360053679864,4.317883569729864,W CENTER ST (E),35.0,,,,,hereA0116,TMC,116+09524
7418,1 - D460 (SB),S221R2,12.110785767140788,157,-1315155591,0.04297672965183198,4.336224929783544,W CENTER ST (E),35.0,,,,,hereA0116,TMC,116+09524
7418,1 - D460 (SB),S221R2,12.110785767140788,158,1315155599,0.03668272562129909,4.379201659435376,W CENTER ST (E),35.0,,,,,hereA0116,TMC,116+09524
