ROUTE,DIR,period,STOP,StopAbbr,StopName,Timepoint,NodeAbbr,Lon,Lat,Avgmph,Avgmphdwell
11,0,am peak,9,118076,1st Ave before A St (EB),FALSE,,-111.884602,40.770486,11.63,11.07
11,0,am peak,10,118077,1st Ave / B St (EB),FALSE,,-111.882666,40.770518,9.22,8.48
11,0,am peak,11,118078,B St / 2nd Ave (NB),FALSE,,-111.882002,40.77159,10.14,8.36
11,0,am peak,12,118063,B St / 3rd Ave (NB),FALSE,3-AVB-ST,-111.881999,40.772719,14.13,13.50
11,0,am peak,13,118064,B St / 4th Ave (NB),FALSE,,-111.881994,40.77387,17.53,15.70
11,0,am peak,14,118066,B St / 6th Ave (NB),FALSE,,-111.881991,40.776108,19.38,18.82
11,0,am peak,15,118015,B St / 8th Ave (NB),FALSE,,-111.882002,40.778403,13.45,12.84
11,0,am peak,16,118166,9th Ave / B St (EB),FALSE,,-111.881512,40.779596,12.97,9.36
11,0,am peak,17,118017,9th Ave / LDS Hospital (EB),TRUE,9-AVC-ST,-111.879916,40.779598,8.45,7.61
11,0,am peak,18,118018,9th Ave / E St (EB),FALSE,,-111.877985,40.77961,9.36,9.06
11,0,am peak,19,118081,E St / 10th Ave (NB),FALSE,,-111.877521,40.780667,10.83,8.26
11,0,am peak,20,118082,E St / 11th Ave (NB),FALSE,,-111.877507,40.781774,11.29,11.04
11,0,am peak,21,118085,G St / 12th Ave (NB),FALSE,,-111.874498,40.782923,9.96,9.40
11,0,am peak,22,118086,13th Ave / H St (EB),FALSE,,-111.87321,40.784094,9.33,7.92
11,0,am peak,23,118087,13th Ave / I St (EB),FALSE,,-111.871686,40.784091,11.31,11.31
11,0,am peak,24,118088,I St / 12th Ave (SB),FALSE,,-111.871623,40.783164,11.24,9.55
11,0,am peak,25,118089,11th Ave / I St (EB),FALSE,,-111.870964,40.781832,13.13,12.87
11,0,am peak,26,118090,11th Ave / K St (EB),FALSE,,-111.86871,40.781847,13.43,11.69
11,0,am peak,27,118091,11th Ave / L St (EB),FALSE,,-111.866673,40.781825,18.59,16.95
11,0,am peak,28,118092,11th Ave / Terrace Hills Dr (EB),FALSE,,-111.862963,40.78148,20.81,20.67
11,0,am peak,29,118189,11th Ave / Cemetery Center St (EB),FALSE,,-111.860459,40.780593,24.23,23.10
11,0,am peak,30,118093,11th Ave / Virginia St (EB),TRUE,,-111.85236,40.778209,18.40,17.76
11,0,am peak,31,118094,Virginia St / 5th Ave (SB),FALSE,,-111.852319,40.775192,16.19,15.95
11,0,am peak,32,118095,Virginia St / 4th Ave (SB),FALSE,,-111.852332,40.774123,14.33,13.47
11,0,am peak,33,118032,Virginia St / 3rd Ave (SB),FALSE,,-111.852328,40.773009,16.85,12.41
11,0,am peak,34,118097,Virginia St / South Temple (SB),FALSE,,-111.852426,40.769556,10.75,8.60
11,0,am peak,35,198392,U Kennecott Building (EB),FALSE,,-111.847492,40.766936,15.20,14.99
11,0,am peak,36,NA118160,North Campus / Mario Capecchi (EB),FALSE,,-111.840119,40.772893,12.81,4.99
11,0,am peak,37,118161,University Hospital,TRUE,U.U.HOSP,-111.837594,40.772535,8.72,8.43
11,0,am peak,38,118159,North Campus / Federal Heights (WB),FALSE,,-111.842451,40.772482,23.13,22.49
11,0,am peak,39,198438,U Kennecott Building (WB),FALSE,,-111.847413,40.767522,16.20,15.96
11,0,am peak,40,126551,100 S / University St (WB),FALSE,,-111.852172,40.767189,12.82,12.69
11,0,am peak,41,118146,University St / South Temple (NB),FALSE,,-111.852315,40.769228,18.60,18.60
11,0,am peak,42,118098,Virginia St / 2nd Ave (NB),FALSE,,-111.852205,40.771758,16.11,15.21
11,0,am peak,43,118099,Virginia St / 3rd Ave (NB),FALSE,3-AVVIRG,-111.852201,40.772693,20.87,20.87
11,0,am peak,44,118100,Virginia St / 4th Ave (NB),FALSE,,-111.852205,40.773659,17.57,17.57
11,0,am peak,45,118101,Virginia St / 5th Ave (NB),FALSE,,-111.852218,40.775007,14.82,14.82
11,0,am peak,46,101698,Virginia St / 11th Ave (NB),FALSE,,-111.85219,40.777829,14.69,14.69
11,0,am peak,47,118093,11th Ave / Virginia St (EB),FALSE,,-111.85236,40.778209,12.51,12.51
11,0,am peak,47,118093,11th Ave / Virginia St (EB),TRUE,,-111.85236,40.778209,26.48,26.48
11,0,am peak,48,101938,11th Ave / Cemetery Center St (WB),FALSE,,-111.860674,40.78079,25.68,25.68
11,0,am peak,49,118103,11th Ave / Terrace Hills Dr (WB),FALSE,,-111.863092,40.781676,21.03,20.15
11,0,am peak,50,118104,11th Ave / L St (WB),FALSE,,-111.867379,40.781916,19.68,19.59
11,0,am peak,51,118105,11th Ave / K St (WB),FALSE,,-111.868913,40.781939,12.16,10.79
11,0,am peak,52,118106,11th Ave / I St (WB),FALSE,,-111.871398,40.781942,10.98,10.82
11,0,am peak,53,118107,I St / 12th Ave (NB),FALSE,,-111.871513,40.782841,10.20,9.54
11,0,am peak,54,118169,13th Ave / I St (WB),FALSE,,-111.871938,40.784179,10.60,10.39
11,0,am peak,55,118109,13th Ave / H St (WB),FALSE,,-111.873504,40.784184,11.46,9.55
11,0,am peak,56,118110,G St / 12th Ave (SB),FALSE,,-111.874616,40.78314,13.07,12.98
11,0,am peak,57,118108,11th Ave / E St (WB),FALSE,,-111.876989,40.781959,14.13,13.71
11,0,am peak,58,118112,E St / 10th Ave (SB),FALSE,,-111.877628,40.78087,13.81,13.57
11,0,am peak,59,118113,9th Ave / E St (WB),FALSE,,-111.877945,40.779708,14.37,13.94
11,0,am peak,60,118114,9th Ave / LDS Hospital (WB),TRUE,9-AVC-ST,-111.879753,40.779706,13.90,13.39
11,0,am peak,61,118115,9th Ave / B St (WB),FALSE,,-111.881748,40.779722,18.08,17.73
11,0,am peak,62,118067,B St / 8th Ave (SB),FALSE,,-111.882103,40.778648,17.49,15.96
11,0,am peak,63,118069,B St / 6th Ave (SB),FALSE,,-111.882106,40.776351,15.81,14.96
11,0,am peak,64,118071,B St / 4th Ave (SB),FALSE,,-111.8821,40.774079,15.70,15.14
11,0,am peak,65,118072,B St / 3rd Ave (SB),FALSE,,-111.882116,40.772934,17.77,17.39
11,0,am peak,66,118073,3rd Ave / A St (WB),FALSE,,-111.883415,40.772888,10.94,10.72
11,0,am peak,67,118074,3rd Ave / Canyon Rd (WB),FALSE,3AVE-CYN,-111.886619,40.772889,5.74,5.08
11,0,am peak,68,NA118003,State St / 1st Ave (SB),FALSE,,-111.888415,40.770391,9.11,7.96
11,0,am peak,69,101604,State St / 50 S (SB),FALSE,,-111.888413,40.768339,15.31,11.61
11,0,am peak,70,126507,State St / 150 S (SB),TRUE,,-111.888422,40.765872,9.47,8.29
11,0,am peak,71,125407,200 S / Main St (WB),FALSE,MAIN2--S,-111.892097,40.765111,12.65,12.56
11,0,am peak,72,198483,200 S / West Temple (WB),FALSE,,-111.89527,40.765114,16.86,16.70
11,0,am peak,73,125405,200 S / 200 W (WB),FALSE,,-111.897682,40.76512,9.64,9.51
11,0,am peak,74,125450,200 S / 300 W (WB),FALSE,,-111.900259,40.765116,16.51,16.33
11,0,am peak,75,101409,200 S / Rio Grande St (WB),FALSE,,-111.904673,40.76513,7.31,2.91
11,0,am peak,76,125213,Salt Lake Central Station (Bay B),TRUE,SLCSTATN,-111.909334,40.76322,0.00,0.00
11,0,am peak,76,125213,Salt Lake Central Station (Bay B),FALSE,SLCSTATN,-111.909334,40.76322,5.36,0.73
11,0,midday,1,125332,Salt Lake Central Station (Bay A),TRUE,SLCSTATN,-111.909114,40.763076,12.73,5.44
11,0,midday,2,198274,200 S / 600 W (EB),FALSE,CTGPARK,-111.908917,40.764901,10.47,10.26
11,0,midday,3,125021,200 S / 300 W (EB),FALSE,,-111.898927,40.764946,13.49,13.48
11,0,midday,4,NA198398,N/A (stop closed),FALSE,,-111.897138,40.764882,12.11,11.26
11,0,midday,5,125023,200 S / West Temple (EB),FALSE,,-111.894684,40.764883,12.00,8.02
11,0,midday,6,125404,200 S / Main St (EB),FALSE,MAIN2--S,-111.891442,40.764917,7.08,5.69
11,0,midday,7,126513,State St / 150 S (NB),TRUE,185SSTAT,-111.888062,40.76587,10.26,10.16
11,0,midday,8,118075,1st Ave / State St (EB),FALSE,,-111.887173,40.770486,18.25,16.90
11,0,midday,9,118076,1st Ave before A St (EB),FALSE,,-111.884602,40.770486,13.13,12.25
11,0,midday,10,118077,1st Ave / B St (EB),FALSE,,-111.882666,40.770518,9.83,9.21
11,0,midday,11,118078,B St / 2nd Ave (NB),FALSE,,-111.882002,40.77159,11.93,11.64
11,0,midday,12,118063,B St / 3rd Ave (NB),FALSE,3-AVB-ST,-111.881999,40.772719,18.37,18.11
11,0,midday,13,118064,B St / 4th Ave (NB),FALSE,,-111.881994,40.77387,16.73,16.41
11,0,midday,14,118066,B St / 6th Ave (NB),FALSE,,-111.881991,40.776108,18.61,18.51
11,0,midday,15,118015,B St / 8th Ave (NB),FALSE,,-111.882002,40.778403,11.43,11.13
11,0,midday,16,118166,9th Ave / B St (EB),FALSE,,-111.881512,40.779596,8.23,5.51
11,0,midday,17,118017,9th Ave / LDS Hospital (EB),TRUE,9-AVC-ST,-111.879916,40.779598,6.49,6.14
11,0,midday,18,118018,9th Ave / E St (EB),FALSE,,-111.877985,40.77961,11.29,11.04
11,0,midday,19,118081,E St / 10th Ave (NB),FALSE,,-111.877521,40.780667,11.63,11.09
11,0,midday,20,118082,E St / 11th Ave (NB),FALSE,,-111.877507,40.781774,13.49,12.98
11,0,midday,21,118085,G St / 12th Ave (NB),FALSE,,-111.874498,40.782923,9.63,9.53
11,0,midday,22,118086,13th Ave / H St (EB),FALSE,,-111.87321,40.784094,10.13,9.18
11,0,midday,23,118087,13th Ave / I St (EB),FALSE,,-111.871686,40.784091,12.02,11.94
11,0,midday,24,118088,I St / 12th Ave (SB),FALSE,,-111.871623,40.783164,13.29,12.53
11,0,midday,25,118089,11th Ave / I St (EB),FALSE,,-111.870964,40.781832,13.65,13.28
11,0,midday,26,118090,11th Ave / K St (EB),FALSE,,-111.86871,40.781847,15.67,14.51
11,0,midday,27,118091,11th Ave / L St (EB),FALSE,,-111.866673,40.781825,19.61,19.49
11,0,midday,28,118092,11th Ave / Terrace Hills Dr (EB),FALSE,,-111.862963,40.78148,24.44,24.44
11,0,midday,29,118189,11th Ave / Cemetery Center St (EB),FALSE,,-111.860459,40.780593,23.01,21.73
11,0,midday,30,118093,11th Ave / Virginia St (EB),TRUE,,-111.85236,40.778209,18.79,18.53
11,0,midday,31,118094,Virginia St / 5th Ave (SB),FALSE,,-111.852319,40.775192,18.17,18.17
11,0,midday,32,118095,Virginia St / 4th Ave (SB),FALSE,,-111.852332,40.774123,15.37,15.28
11,0,midday,33,118032,Virginia St / 3rd Ave (SB),FALSE,,-111.852328,40.773009,14.78,13.29
11,0,midday,34,118097,Virginia St / South Temple (SB),FALSE,,-111.852426,40.769556,12.95,10.09
11,0,midday,35,198392,U Kennecott Building (EB),FALSE,,-111.847492,40.766936,14.54,14.38
11,0,midday,36,NA118160,North Campus / Mario Capecchi (EB),FALSE,,-111.840119,40.772893,10.18,5.44
11,0,midday,37,118161,University Hospital,TRUE,U.U.HOSP,-111.837594,40.772535,9.31,8.78
11,0,midday,38,118159,North Campus / Federal Heights (WB),FALSE,,-111.842451,40.772482,19.80,15.02
11,0,midday,39,198438,U Kennecott Building (WB),FALSE,,-111.847413,40.767522,11.31,10.82
11,0,midday,40,126551,100 S / University St (WB),FALSE,,-111.852172,40.767189,12.67,12.38
11,0,midday,41,118146,University St / South Temple (NB),FALSE,,-111.852315,40.769228,17.30,17.25
11,0,midday,42,118098,Virginia St / 2nd Ave (NB),FALSE,,-111.852205,40.771758,14.79,14.43
11,0,midday,43,118099,Virginia St / 3rd Ave (NB),FALSE,3-AVVIRG,-111.852201,40.772693,20.61,20.51
11,0,midday,44,118100,Virginia St / 4th Ave (NB),FALSE,,-111.852205,40.773659,15.88,15.77
11,0,midday,45,118101,Virginia St / 5th Ave (NB),FALSE,,-111.852218,40.775007,16.67,15.93
11,0,midday,46,101698,Virginia St / 11th Ave (NB),FALSE,,-111.85219,40.777829,17.11,17.05
11,0,midday,47,118093,11th Ave / Virginia St (EB),TRUE,,-111.85236,40.778209,27.04,26.84
11,0,midday,48,101938,11th Ave / Cemetery Center St (WB),FALSE,,-111.860674,40.78079,25.79,25.41
11,0,midday,49,118103,11th Ave / Terrace Hills Dr (WB),FALSE,,-111.863092,40.781676,20.67,20.02
11,0,midday,50,118104,11th Ave / L St (WB),FALSE,,-111.867379,40.781916,18.31,17.45
11,0,midday,51,118105,11th Ave / K St (WB),FALSE,,-111.868913,40.781939,11.62,10.87
11,0,midday,52,118106,11th Ave / I St (WB),FALSE,,-111.871398,40.781942,11.56,11.50
11,0,midday,53,118107,I St / 12th Ave (NB),FALSE,,-111.871513,40.782841,10.33,10.02
11,0,midday,54,118169,13th Ave / I St (WB),FALSE,,-111.871938,40.784179,10.61,10.59
11,0,midday,55,118109,13th Ave / H St (WB),FALSE,,-111.873504,40.784184,12.70,12.27
11,0,midday,56,118110,G St / 12th Ave (SB),FALSE,,-111.874616,40.78314,13.85,13.36
11,0,midday,57,118108,11th Ave / E St (WB),FALSE,,-111.876989,40.781959,14.30,14.30
11,0,midday,58,118112,E St / 10th Ave (SB),FALSE,,-111.877628,40.78087,13.62,13.38
11,0,midday,59,118113,9th Ave / E St (WB),FALSE,,-111.877945,40.779708,13.01,12.46
11,0,midday,60,118114,9th Ave / LDS Hospital (WB),TRUE,9-AVC-ST,-111.879753,40.779706,16.55,16.55
11,0,midday,61,118115,9th Ave / B St (WB),FALSE,,-111.881748,40.779722,19.15,19.04
11,0,midday,62,118067,B St / 8th Ave (SB),FALSE,,-111.882103,40.778648,19.42,18.94
11,0,midday,63,118069,B St / 6th Ave (SB),FALSE,,-111.882106,40.776351,17.53,16.67
11,0,midday,64,118071,B St / 4th Ave (SB),FALSE,,-111.8821,40.774079,14.52,13.38
11,0,midday,65,118072,B St / 3rd Ave (SB),FALSE,,-111.882116,40.772934,13.38,13.22
11,0,midday,66,118073,3rd Ave / A St (WB),FALSE,,-111.883415,40.772888,12.12,11.68
11,0,midday,67,118074,3rd Ave / Canyon Rd (WB),FALSE,3AVE-CYN,-111.886619,40.772889,7.16,6.08
11,0,midday,68,NA118003,State St / 1st Ave (SB),FALSE,,-111.888415,40.770391,9.47,8.38
11,0,midday,69,101604,State St / 50 S (SB),FALSE,,-111.888413,40.768339,14.40,10.81
11,0,midday,70,126507,State St / 150 S (SB),TRUE,,-111.888422,40.765872,9.18,8.15
11,0,midday,71,125407,200 S / Main St (WB),FALSE,MAIN2--S,-111.892097,40.765111,12.25,12.21
11,0,midday,72,198483,200 S / West Temple (WB),FALSE,,-111.89527,40.765114,19.56,19.24
11,0,midday,73,125405,200 S / 200 W (WB),FALSE,,-111.897682,40.76512,14.36,14.32
11,0,midday,74,125450,200 S / 300 W (WB),FALSE,,-111.900259,40.765116,16.30,14.64
11,0,midday,75,101409,200 S / Rio Grande St (WB),FALSE,,-111.904673,40.76513,7.17,1.27
11,0,midday,76,125213,Salt Lake Central Station (Bay B),TRUE,SLCSTATN,-111.909334,40.76322,0.00,0.00
11,0,off-peak,1,125332,Salt Lake Central Station (Bay A),TRUE,SLCSTATN,-111.909114,40.763076,7.66,6.92
11,0,off-peak,2,198274,200 S / 600 W (EB),FALSE,CTGPARK,-111.908917,40.764901,12.84,12.64
11,0,off-peak,3,125021,200 S / 300 W (EB),FALSE,,-111.898927,40.764946,14.60,14.60
11,0,off-peak,4,NA198398,N/A (stop closed),FALSE,,-111.897138,40.764882,13.96,12.98
11,0,off-peak,5,125023,200 S / West Temple (EB),FALSE,,-111.894684,40.764883,11.07,6.73
11,0,off-peak,6,125404,200 S / Main St (EB),FALSE,MAIN2--S,-111.891442,40.764917,8.55,6.72
11,0,off-peak,7,126513,State St / 150 S (NB),TRUE,185SSTAT,-111.888062,40.76587,12.26,11.74
11,0,off-peak,8,118075,1st Ave / State St (EB),FALSE,,-111.887173,40.770486,12.91,12.86
11,0,off-peak,9,118076,1st Ave before A St (EB),FALSE,,-111.884602,40.770486,15.91,15.27
11,0,off-peak,10,118077,1st Ave / B St (EB),FALSE,,-111.882666,40.770518,9.29,9.29
11,0,off-peak,11,118078,B St / 2nd Ave (NB),FALSE,,-111.882002,40.77159,12.85,11.81
11,0,off-peak,12,118063,B St / 3rd Ave (NB),FALSE,3-AVB-ST,-111.881999,40.772719,18.11,18.11
11,0,off-peak,13,118064,B St / 4th Ave (NB),FALSE,,-111.881994,40.77387,17.73,16.32
11,0,off-peak,14,118066,B St / 6th Ave (NB),FALSE,,-111.881991,40.776108,16.36,16.21
11,0,off-peak,15,118015,B St / 8th Ave (NB),FALSE,,-111.882002,40.778403,13.60,13.60
11,0,off-peak,16,118166,9th Ave / B St (EB),FALSE,,-111.881512,40.779596,9.08,8.57
11,0,off-peak,17,118017,9th Ave / LDS Hospital (EB),TRUE,9-AVC-ST,-111.879916,40.779598,7.88,7.18
11,0,off-peak,18,118018,9th Ave / E St (EB),FALSE,,-111.877985,40.77961,10.68,10.68
11,0,off-peak,19,118081,E St / 10th Ave (NB),FALSE,,-111.877521,40.780667,11.86,11.86
11,0,off-peak,20,118082,E St / 11th Ave (NB),FALSE,,-111.877507,40.781774,12.51,12.51
11,0,off-peak,21,118085,G St / 12th Ave (NB),FALSE,,-111.874498,40.782923,10.34,10.27
11,0,off-peak,22,118086,13th Ave / H St (EB),FALSE,,-111.87321,40.784094,9.45,9.45
11,0,off-peak,23,118087,13th Ave / I St (EB),FALSE,,-111.871686,40.784091,13.59,13.59
11,0,off-peak,24,118088,I St / 12th Ave (SB),FALSE,,-111.871623,40.783164,12.79,12.54
11,0,off-peak,25,118089,11th Ave / I St (EB),FALSE,,-111.870964,40.781832,16.97,16.97
11,0,off-peak,26,118090,11th Ave / K St (EB),FALSE,,-111.86871,40.781847,19.15,19.15
11,0,off-peak,27,118091,11th Ave / L St (EB),FALSE,,-111.866673,40.781825,18.85,18.85
11,0,off-peak,28,118092,11th Ave / Terrace Hills Dr (EB),FALSE,,-111.862963,40.78148,19.48,19.48
11,0,off-peak,29,118189,11th Ave / Cemetery Center St (EB),FALSE,,-111.860459,40.780593,21.69,18.45
11,0,off-peak,30,118093,11th Ave / Virginia St (EB),TRUE,,-111.85236,40.778209,16.33,16.33
11,0,off-peak,31,118094,Virginia St / 5th Ave (SB),FALSE,,-111.852319,40.775192,18.32,17.34
11,0,off-peak,32,118095,Virginia St / 4th Ave (SB),FALSE,,-111.852332,40.774123,16.87,16.87
11,0,off-peak,33,118032,Virginia St / 3rd Ave (SB),FALSE,,-111.852328,40.773009,12.98,9.43
11,0,off-peak,34,118097,Virginia St / South Temple (SB),FALSE,,-111.852426,40.769556,12.96,11.01
11,0,off-peak,35,198392,U Kennecott Building (EB),FALSE,,-111.847492,40.766936,16.46,16.46
11,0,off-peak,36,NA118160,North Campus / Mario Capecchi (EB),FALSE,,-111.840119,40.772893,9.77,5.38
11,0,off-peak,37,118161,University Hospital,TRUE,U.U.HOSP,-111.837594,40.772535,11.23,9.65
11,0,off-peak,38,118159,North Campus / Federal Heights (WB),FALSE,,-111.842451,40.772482,18.22,15.50
11,0,off-peak,39,198438,U Kennecott Building (WB),FALSE,,-111.847413,40.767522,13.13,12.76
11,0,off-peak,40,126551,100 S / University St (WB),FALSE,,-111.852172,40.767189,11.95,11.52
11,0,off-peak,41,118146,University St / South Temple (NB),FALSE,,-111.852315,40.769228,17.13,16.99
11,0,off-peak,42,118098,Virginia St / 2nd Ave (NB),FALSE,,-111.852205,40.771758,16.12,16.12
11,0,off-peak,43,118099,Virginia St / 3rd Ave (NB),FALSE,3-AVVIRG,-111.852201,40.772693,22.13,22.13
11,0,off-peak,44,118100,Virginia St / 4th Ave (NB),FALSE,,-111.852205,40.773659,10.91,10.91
11,0,off-peak,45,118101,Virginia St / 5th Ave (NB),FALSE,,-111.852218,40.775007,12.51,12.18
11,0,off-peak,46,101698,Virginia St / 11th Ave (NB),FALSE,,-111.85219,40.777829,12.15,12.15
11,0,off-peak,47,118093,11th Ave / Virginia St (EB),TRUE,,-111.85236,40.778209,28.00,28.00
11,0,off-peak,48,101938,11th Ave / Cemetery Center St (WB),FALSE,,-111.860674,40.78079,28.17,28.17
11,0,off-peak,49,118103,11th Ave / Terrace Hills Dr (WB),FALSE,,-111.863092,40.781676,23.53,23.33
11,0,off-peak,50,118104,11th Ave / L St (WB),FALSE,,-111.867379,40.781916,23.69,23.69
11,0,off-peak,51,118105,11th Ave / K St (WB),FALSE,,-111.868913,40.781939,11.67,10.47
11,0,off-peak,52,118106,11th Ave / I St (WB),FALSE,,-111.871398,40.781942,10.11,10.11
11,0,off-peak,53,118107,I St / 12th Ave (NB),FALSE,,-111.871513,40.782841,10.43,10.43
11,0,off-peak,54,118169,13th Ave / I St (WB),FALSE,,-111.871938,40.784179,11.57,11.13
11,0,off-peak,55,118109,13th Ave / H St (WB),FALSE,,-111.873504,40.784184,14.21,12.30
11,0,off-peak,56,118110,G St / 12th Ave (SB),FALSE,,-111.874616,40.78314,14.38,14.38
11,0,off-peak,57,118108,11th Ave / E St (WB),FALSE,,-111.876989,40.781959,15.24,14.76
11,0,off-peak,58,118112,E St / 10th Ave (SB),FALSE,,-111.877628,40.78087,12.96,12.72
11,0,off-peak,59,118113,9th Ave / E St (WB),FALSE,,-111.877945,40.779708,11.33,11.33
11,0,off-peak,60,118114,9th Ave / LDS Hospital (WB),TRUE,9-AVC-ST,-111.879753,40.779706,10.78,10.68
11,0,off-peak,61,118115,9th Ave / B St (WB),FALSE,,-111.881748,40.779722,19.07,19.07
11,0,off-peak,62,118067,B St / 8th Ave (SB),FALSE,,-111.882103,40.778648,20.70,20.04
11,0,off-peak,63,118069,B St / 6th Ave (SB),FALSE,,-111.882106,40.776351,14.03,11.78
11,0,off-peak,64,118071,B St / 4th Ave (SB),FALSE,,-111.8821,40.774079,9.74,8.96
11,0,off-peak,65,118072,B St / 3rd Ave (SB),FALSE,,-111.882116,40.772934,14.38,14.34
11,0,off-peak,66,118073,3rd Ave / A St (WB),FALSE,,-111.883415,40.772888,15.13,15.13
11,0,off-peak,67,118074,3rd Ave / Canyon Rd (WB),FALSE,3AVE-CYN,-111.886619,40.772889,7.86,6.99
11,0,off-peak,68,NA118003,State St / 1st Ave (SB),FALSE,,-111.888415,40.770391,10.99,10.35
11,0,off-peak,69,101604,State St / 50 S (SB),FALSE,,-111.888413,40.768339,16.72,14.47
11,0,off-peak,70,126507,State St / 150 S (SB),TRUE,,-111.888422,40.765872,10.96,10.42
11,0,off-peak,71,125407,200 S / Main St (WB),FALSE,MAIN2--S,-111.892097,40.765111,14.45,14.22
11,0,off-peak,72,198483,200 S / West Temple (WB),FALSE,,-111.89527,40.765114,18.38,18.28
11,0,off-peak,73,125405,200 S / 200 W (WB),FALSE,,-111.897682,40.76512,9.50,9.42
11,0,off-peak,74,125450,200 S / 300 W (WB),FALSE,,-111.900259,40.765116,16.10,15.12
11,0,off-peak,75,101409,200 S / Rio Grande St (WB),FALSE,,-111.904673,40.76513,8.97,3.66
11,0,off-peak,76,125213,Salt Lake Central Station (Bay B),TRUE,SLCSTATN,-111.909334,40.76322,0.00,0.00
11,0,pm peak,1,125332,Salt Lake Central Station (Bay A),TRUE,SLCSTATN,-111.909114,40.763076,7.36,6.72
11,0,pm peak,2,198274,200 S / 600 W (EB),FALSE,CTGPARK,-111.908917,40.764901,9.81,9.56
11,0,pm peak,3,125021,200 S / 300 W (EB),FALSE,,-111.898927,40.764946,10.60,10.60
11,0,pm peak,4,NA198398,N/A (stop closed),FALSE,,-111.897138,40.764882,11.38,9.65
11,0,pm peak,5,125023,200 S / West Temple (EB),FALSE,,-111.894684,40.764883,11.14,6.68
11,0,pm peak,6,125404,200 S / Main St (EB),FALSE,MAIN2--S,-111.891442,40.764917,6.80,5.06
11,0,pm peak,7,126513,State St / 150 S (NB),TRUE,185SSTAT,-111.888062,40.76587,8.94,8.25
11,0,pm peak,8,118075,1st Ave / State St (EB),FALSE,,-111.887173,40.770486,14.59,14.00
11,0,pm peak,9,118076,1st Ave before A St (EB),FALSE,,-111.884602,40.770486,12.34,11.60
11,0,pm peak,10,118077,1st Ave / B St (EB),FALSE,,-111.882666,40.770518,9.76,9.12
11,0,pm peak,11,118078,B St / 2nd Ave (NB),FALSE,,-111.882002,40.77159,12.34,12.02
11,0,pm peak,12,118063,B St / 3rd Ave (NB),FALSE,3-AVB-ST,-111.881999,40.772719,15.50,14.71
11,0,pm peak,13,118064,B St / 4th Ave (NB),FALSE,,-111.881994,40.77387,15.48,14.80
11,0,pm peak,14,118066,B St / 6th Ave (NB),FALSE,,-111.881991,40.776108,17.18,16.92
11,0,pm peak,15,118015,B St / 8th Ave (NB),FALSE,,-111.882002,40.778403,12.16,11.75
11,0,pm peak,16,118166,9th Ave / B St (EB),FALSE,,-111.881512,40.779596,7.64,5.05
11,0,pm peak,17,118017,9th Ave / LDS Hospital (EB),TRUE,9-AVC-ST,-111.879916,40.779598,6.24,5.35
11,0,pm peak,18,118018,9th Ave / E St (EB),FALSE,,-111.877985,40.77961,11.23,11.16
11,0,pm peak,19,118081,E St / 10th Ave (NB),FALSE,,-111.877521,40.780667,11.02,10.48
11,0,pm peak,20,118082,E St / 11th Ave (NB),FALSE,,-111.877507,40.781774,12.76,12.54
11,0,pm peak,21,118085,G St / 12th Ave (NB),FALSE,,-111.874498,40.782923,9.56,9.49
11,0,pm peak,22,118086,13th Ave / H St (EB),FALSE,,-111.87321,40.784094,10.53,10.11
11,0,pm peak,23,118087,13th Ave / I St (EB),FALSE,,-111.871686,40.784091,12.89,12.18
11,0,pm peak,24,118088,I St / 12th Ave (SB),FALSE,,-111.871623,40.783164,13.62,13.53
11,0,pm peak,25,118089,11th Ave / I St (EB),FALSE,,-111.870964,40.781832,17.58,17.18
11,0,pm peak,26,118090,11th Ave / K St (EB),FALSE,,-111.86871,40.781847,15.34,14.98
11,0,pm peak,27,118091,11th Ave / L St (EB),FALSE,,-111.866673,40.781825,21.18,20.73
11,0,pm peak,28,118092,11th Ave / Terrace Hills Dr (EB),FALSE,,-111.862963,40.78148,20.40,20.16
11,0,pm peak,29,118189,11th Ave / Cemetery Center St (EB),FALSE,,-111.860459,40.780593,21.42,21.32
11,0,pm peak,30,118093,11th Ave / Virginia St (EB),TRUE,,-111.85236,40.778209,19.86,19.86
11,0,pm peak,31,118094,Virginia St / 5th Ave (SB),FALSE,,-111.852319,40.775192,19.17,19.17
11,0,pm peak,32,118095,Virginia St / 4th Ave (SB),FALSE,,-111.852332,40.774123,14.51,12.94
